x1,x2,y
6,7,67
1,6,85
9,5,62
2,3,85
3,1,67
7,0,56
7,7,42
7,9,79
4,8,83
8,2,54
8,4,86
6,2,89
8,3,81
9,5,82
5,1,81
9,7,57
1,6,40
3,4,44
9,2,76
9,8,69
8,8,86
8,0,48
4,5,91
9,5,58
3,6,66
3,1,94
1,9,62
7,2,43
2,4,42
8,7,73
1,5,61
2,8,57
2,1,55
6,1,70
7,0,79
9,9,58
3,6,60
4,7,93
3,0,85
4,8,63
6,3,63
4,5,70
9,6,43
6,1,85
9,3,87
3,4,94
4,5,40
4,0,66
3,4,46
3,1,77
2,0,65
9,9,47
3,9,86
7,8,64
2,4,68
3,1,47
2,4,65
9,3,54
9,0,72
9,7,40
3,6,62
7,3,72
3,4,46
8,5,77
6,8,64
6,7,87
1,1,53
9,0,71
4,5,70
3,3,56
7,7,53
7,8,97
2,8,56
1,2,96
4,8,80
3,9,75
7,2,56
4,9,62
9,1,78
1,2,75
8,4,61
7,8,60
1,3,99
7,3,53
7,8,47
4,9,43
1,4,68
4,1,45
1,9,86
7,8,92
9,9,53
9,6,73
6,1,54
9,0,78
4,8,86
8,3,44
2,3,77
8,0,87
7,8,87
3,0,71
8,9,55
7,2,85
3,3,42
5,8,91
6,7,60
8,1,83
7,8,41
9,2,70
2,0,93
2,2,75
3,0,85
5,5,99
9,6,87
6,4,90
9,0,90
3,4,74
4,7,94
7,2,74
8,8,77
5,6,89
1,9,86
6,0,48
4,8,88
6,3,60
6,7,54
5,5,93
1,1,71
7,7,47
4,6,66
2,4,65
6,2,86
1,5,61
7,2,45
4,9,43
2,4,72
3,5,62
6,2,56
6,9,86
2,5,42
1,4,76
7,0,84
9,0,42
3,2,57
3,8,87
8,0,67
9,9,87
9,7,71
6,1,91
4,5,75
6,5,93
3,0,86
5,8,61
9,7,49
6,8,42
2,1,58
1,9,88
6,9,83
6,5,68
8,9,59
9,6,67
8,6,68
2,8,46
2,7,97
3,2,65
9,3,83
2,0,45
8,8,86
5,7,66
5,6,50
4,6,82
8,6,95
2,6,63
7,9,98
5,8,88
9,6,66
1,2,93
8,1,52
9,2,59
7,3,91
9,8,95
6,6,69
6,9,98
7,6,80
1,3,52
3,9,92
1,6,83
3,6,91
1,8,69
2,8,78
9,5,50
2,5,95
2,0,45
4,8,48
6,9,77
6,8,66
4,5,94
8,2,63
7,3,91
5,4,57
1,2,98
3,0,65
5,5,56
9,1,99
8,2,69
2,9,52
7,4,60
1,5,56
3,7,66
6,6,75
3,5,83
1,0,45
1,4,86
7,2,43
5,6,66
7,3,93
6,7,95
9,5,40
6,8,84
4,7,66
2,2,65
2,3,75
4,2,48
8,2,88
3,7,66
5,6,54
1,8,97
3,7,91
5,1,88
8,6,68
8,6,62
6,6,73
3,8,75
8,2,58
3,4,84
1,6,56
9,8,65
5,0,60
8,2,46
7,4,93
5,8,47
1,2,71
8,9,97
1,7,82
4,0,58
4,4,61
2,8,88
2,4,63
1,0,53
3,8,73
7,4,79
8,2,45
4,6,53
1,5,69
8,2,90
1,3,50
2,6,60
2,3,65
1,5,98
5,0,83
4,5,96
6,8,47
9,4,42
4,1,53
1,5,56
8,5,56
6,7,68
2,3,79
8,7,47
7,9,87
6,8,68
6,9,95
9,2,76
5,2,94
2,3,47
7,5,64
4,4,49
3,7,88
1,2,43
2,1,96
4,1,52
6,5,75
1,3,96
8,5,42
1,8,93
3,0,54
2,7,53
8,3,95
9,1,58
7,4,75
8,6,73
8,7,85
7,2,90
7,5,69
6,4,93
8,3,48
4,9,87
8,8,63
9,7,78
9,6,42
8,6,75
2,1,80
6,3,91
4,9,40
7,6,71
5,6,86
5,4,88
6,1,81
8,9,84
4,7,41
2,6,48
2,7,71
7,4,94
2,6,97
2,9,60
8,7,87
7,8,49
3,3,48
2,0,60
8,1,78
2,9,90
6,1,70
4,1,64
7,3,65
6,9,55
9,3,76
8,9,79
2,1,92
2,3,48
5,4,78
8,6,74
2,6,67
2,9,89
5,7,72
7,2,96
6,4,63
2,3,60
1,5,64
2,2,50
6,7,70
1,7,52
5,5,44
9,3,78
9,9,73
7,2,74
6,6,74
2,0,80
5,2,49
5,0,84
1,7,77
8,4,71
7,4,55
2,0,45
9,3,49
1,6,99
4,5,55
2,8,65
3,0,42
7,7,54
8,6,47
3,1,82
3,8,78
1,8,67
2,1,73
6,5,47
2,5,66
2,3,66
5,6,92
5,6,48
9,2,74
6,8,54
3,4,46
6,5,66
9,1,52
5,1,51
7,2,69
4,8,82
2,6,76
7,5,98
4,3,65
1,3,57
2,0,74
8,1,90
4,1,64
8,3,81
9,5,87
7,5,56
8,4,91
5,6,76
2,9,44
9,8,77
4,2,40
7,0,79
6,1,66
2,6,51
2,8,88
4,8,66
8,3,57
1,0,77
4,1,61
2,8,75
4,9,44
1,2,96
1,7,94
4,7,77
2,1,88
1,6,58
1,5,94
7,6,57
9,7,97
8,0,93
8,6,46
8,7,97
7,3,53
3,7,84
9,9,90
6,7,80
9,0,54
8,0,60
9,8,80
7,7,47
2,7,58
8,7,88
3,7,46
9,0,47
7,4,79
3,5,68
8,9,61
7,2,90
9,5,41
2,5,63
9,5,81
5,3,90
9,3,87
7,0,65
9,4,56
9,7,57
4,0,44
3,0,57
2,9,60
2,8,67
1,9,59
3,5,97
5,2,58
8,6,89
2,3,72
8,8,94
2,0,89
5,9,54
3,8,46
3,8,92
6,0,62
3,6,58
6,3,46
1,2,83
4,6,69
2,6,99
1,2,55
9,6,52
9,3,89
8,2,84
6,1,85
8,4,42
6,3,49
7,8,83
6,4,72
2,1,77
6,3,93
6,8,66
1,7,76
1,4,58
4,0,83
1,1,67
4,1,71
8,7,88
4,7,77
3,8,72
8,5,65
4,3,90
6,4,60
7,5,98
4,9,77
8,4,59
4,3,56
3,9,48
2,2,67
8,5,77
1,1,94
1,6,81
9,5,74
2,0,65
1,0,74
5,5,75
1,5,47
3,5,87
9,5,41
1,8,81
2,8,46
9,4,74
8,7,49
4,6,81
7,5,99
1,0,57
6,3,70
5,3,68
9,7,78
6,3,60
2,7,61
6,6,55
4,9,64
6,6,98
5,5,80
5,5,90
9,5,98
3,6,90
8,8,41
5,1,87
8,1,70
2,7,83
6,5,81
8,5,63
6,1,79
7,0,78
7,1,63
2,4,62
7,5,63
1,9,64
5,2,54
3,9,79
8,4,76
3,3,87
1,3,42
1,8,78
1,5,85
5,8,64
7,5,70
8,9,53
1,1,86
1,1,96
1,1,45
7,7,64
4,6,62
7,7,63
4,9,86
6,7,66
5,6,61
2,6,61
8,7,94
5,6,88
9,7,67
3,7,52
5,1,68
9,5,91
6,6,42
9,5,73
6,0,70
1,4,80
2,8,71
5,7,99
8,1,68
6,9,68
1,9,83
8,3,57
3,8,56
7,4,97
3,3,93
3,2,97
1,0,69
2,7,77
1,9,49
1,2,50
3,0,94
6,9,79
4,9,81
9,6,74
4,1,85
1,0,59
8,1,51
8,9,66
9,1,91
2,8,81
1,9,68
9,3,62
4,3,62
6,0,75
6,7,95
7,6,63
3,6,72
2,7,54
5,1,62
4,7,43
5,4,53
4,3,85
9,7,85
2,3,59
6,5,59
7,5,89
1,2,53
7,4,47
1,5,67
1,4,86
1,1,62
7,7,65
7,7,42
2,5,79
9,5,83
3,6,67
1,5,62
3,3,81
4,1,57
3,7,69
4,5,97
4,9,49
7,5,71
7,6,49
5,1,76
6,0,83
3,6,54
8,6,47
1,9,69
9,3,56
8,1,62
2,8,40
9,8,46
4,6,58
9,2,81
7,1,48
6,7,62
1,9,51
1,3,79
8,6,77
9,9,56
3,9,46
8,1,91
3,7,81
4,4,55
5,3,90
2,9,54
4,8,49
1,6,84
8,0,85
8,0,64
3,3,80
3,1,58
9,0,69
9,7,78
9,3,92
8,9,87
5,8,41
9,9,57
1,5,60
5,9,85
9,4,86
5,0,59
1,3,41
9,2,41
3,9,88
5,6,65
2,0,82
7,1,42
4,2,86
2,8,72
9,7,88
9,9,46
5,8,70
9,2,54
4,5,93
4,2,48
6,9,86
3,6,62
3,0,43
1,7,40
9,2,77
7,2,68
1,5,89
7,8,80
1,4,50
5,9,68
7,3,70
4,9,61
1,8,64
1,7,59
6,1,54
5,8,94
5,1,80
2,1,51
6,8,58
6,9,89
6,0,42
8,5,95
6,4,44
4,7,41
1,4,59
1,3,62
9,3,60
4,4,90
8,3,52
6,3,87
3,1,78
2,9,59
2,8,99
1,2,45
5,9,93
1,2,98
3,8,99
1,8,55
2,6,76
2,7,48
8,2,97
9,9,54
4,0,51
9,9,75
6,6,55
7,6,87
2,5,59
3,3,72
3,2,94
8,7,40
5,5,47
2,3,49
7,7,92
6,8,77
5,0,89
1,9,40
7,1,93
8,9,52
2,2,40
4,0,72
1,9,40
3,3,99
2,3,98
3,3,52
3,3,48
5,0,45
8,2,88
9,8,43
1,0,54
3,4,89
2,3,73
8,1,53
4,8,95
2,5,76
9,1,60
3,8,75
2,2,53
4,8,55
2,2,52
5,6,75
4,3,97
2,6,61
2,3,60
7,6,89
3,2,91
3,2,86
4,0,68
9,7,63
9,7,68
1,5,96
8,8,65
2,6,43
1,3,55
4,6,78
7,4,46
4,5,95
9,6,93
1,9,53
2,0,57
9,7,48
7,1,58
8,6,73
3,9,65
6,5,61
9,9,81
4,4,99
8,5,83
6,4,41
2,2,66
8,5,96
9,6,85
1,3,93
2,7,48
2,4,60
3,9,71
7,7,47
4,7,76
8,3,65
3,1,46
8,3,90
8,5,56
5,6,80
2,7,97
2,0,74
1,0,80
7,4,54
2,2,86
3,7,48
1,0,41
5,9,60
5,2,42
2,5,55
6,9,72
7,2,60
5,4,98
6,0,89
8,3,56
5,9,71
8,8,48
1,8,89
7,3,47
1,9,43
9,0,85
9,1,77
1,1,69
2,5,95
7,2,47
8,5,96
3,8,86
2,1,44
7,6,72
5,2,95
1,1,71
5,9,40
9,4,45
9,4,69
5,0,40
9,1,55
6,4,48
5,9,65
4,9,63
5,1,92
7,6,72
4,3,97
3,3,98
7,9,98
6,9,87
7,6,94
5,9,89
1,3,63
6,7,97
5,6,77
8,6,54
8,2,82
8,5,93
5,8,58
3,2,69
2,6,59
5,9,40
6,3,88
3,6,40
2,5,47
6,9,74
7,0,93
3,9,87
3,0,82
4,2,94
1,5,60
1,0,99
3,2,53
1,7,81
8,4,43
9,9,92
4,6,47
4,3,63
9,5,74
6,0,54
4,7,72
5,9,80
4,9,42
6,6,54
4,1,46
7,8,43
3,6,98
4,5,74
5,5,40
3,0,80
1,1,56
4,9,54
8,2,70
6,0,90
8,7,97
3,1,97
1,6,67
7,0,67
6,2,62
4,1,46
9,5,82
4,6,93
9,3,66
9,1,67
6,7,93
2,4,87
4,5,66
3,7,95
5,5,85
5,8,81
9,3,86
4,9,79
2,7,76
4,2,72
9,4,82
4,3,51
4,6,73
9,7,54
6,1,68
6,0,40
1,6,87
6,9,41
2,7,95
7,1,99
1,5,91
3,0,85
3,4,65
8,6,75
9,0,41
9,6,69
8,7,74
7,9,82
3,6,81
3,2,78
4,2,85
6,0,51
1,3,86
6,6,54
8,5,74
2,7,55
9,8,82
6,1,76
3,9,59
7,2,97
2,5,63
9,8,81
6,6,88
3,5,87
8,4,60
7,3,72
7,6,90
5,8,53
7,1,55
3,9,52
2,6,61
3,3,74
9,7,75
7,1,75
1,2,45
7,7,61
3,6,80
6,9,56
8,5,87
6,1,42
8,5,94
7,7,95
4,0,73
7,7,47
9,1,78
8,0,43
3,9,47
3,7,55
9,4,62
7,6,54
8,6,52
8,4,53
5,6,59
5,7,48
8,4,67
7,3,62
8,3,86
5,1,94
1,8,47
1,3,49
2,6,97
4,9,90
9,3,54
3,5,98
9,3,87
3,6,96
7,9,54
8,9,93
7,3,95
6,0,67
6,7,97
2,9,80
4,7,65
1,3,97
4,1,87
6,7,67
3,0,73
3,4,49
7,4,42
6,5,72
8,1,65
6,9,76
4,1,84
3,8,89
8,2,66
2,3,92
6,5,42
7,1,70
4,5,50
8,3,87
8,8,92
4,7,51
4,4,86
9,9,45
6,2,90
9,6,67
2,2,82
6,1,88
7,2,48
6,2,91
4,5,84
3,1,77
7,0,91
1,6,50
2,2,71
3,2,40
1,0,61
8,0,97
9,6,48
7,9,74
2,2,99
9,6,44
4,0,89
9,2,89
1,0,83
5,7,69
3,3,48
3,3,61
9,1,83
5,9,44
2,0,98
7,0,51
8,0,80
4,8,67
1,3,40
6,9,92
6,0,88
3,2,67
9,3,42
5,5,76
7,1,65
6,1,96
4,2,98
6,6,47
1,2,56
2,6,73
4,0,47
6,3,41
8,4,53
2,5,44
5,8,40
8,6,56
1,8,66
5,0,60
6,8,53
9,8,91
1,5,88
9,9,54
9,1,81
2,6,88
5,5,50
2,9,96
6,8,90
7,3,86
8,1,48
7,5,61
1,6,96
1,5,41
7,8,54
5,5,66
3,2,72
7,1,69
3,2,79
1,8,53
9,2,42
3,9,63
2,0,57
9,1,88
9,7,79
4,9,61
2,1,84
6,0,59
6,0,61
8,5,68
6,0,91
1,5,53
6,8,75
4,3,86
1,1,90
8,9,96
9,4,43
7,6,51
9,0,99
7,1,91
7,5,85
4,9,98
6,3,62
7,9,43
5,3,53
5,1,91
5,4,62
7,5,53
7,9,72
3,7,46
5,5,93
8,7,57
7,4,85
7,8,42
6,6,59
3,8,86
9,9,42
5,0,96
7,0,80
2,4,68
1,8,54
2,0,63
5,2,61
9,5,94
6,1,41
1,4,64
7,6,95
5,7,98
6,5,45
9,9,63
3,6,82
5,3,81
4,4,62
1,5,92
1,2,88
3,3,78
5,6,44
8,9,98
9,7,72
7,8,93
3,7,90
4,8,76
5,9,52
1,1,97
5,3,74
9,0,93
2,3,66
6,3,90
4,9,90
6,7,56
1,0,62
4,0,44
6,2,87
5,5,74
5,7,81
1,7,68
9,3,62
8,4,65
2,7,69
3,1,81
4,5,68
1,3,53
5,5,58
8,8,83
7,2,88
6,7,46
8,9,86
6,5,83
6,8,88
1,9,43
2,4,89
1,4,48
4,2,71
9,3,92
9,1,62
2,0,89
5,0,89
4,4,81
6,8,89
1,2,48
2,3,63
3,6,68
8,1,94
2,8,71
5,5,85
3,6,72
9,7,55
1,5,85
7,9,68
9,9,90
9,5,67
1,9,55
1,2,60
2,5,50
7,1,92
7,8,50
7,2,79
5,8,56
8,3,59
6,0,77
8,5,54
5,0,77
4,5,83
8,8,88
3,0,40
3,1,55
4,3,66
1,3,93
4,9,96
6,6,74
8,8,47
9,3,55
2,8,43
5,4,86
4,2,82
3,3,98
1,4,49
9,5,64
8,0,82
2,9,94
8,9,60
4,6,69
8,8,66
2,7,58
2,9,88
9,9,89
7,8,70
1,8,63
6,3,48
8,6,50
7,9,61
3,8,67
2,5,70
8,7,75
3,6,42
5,8,85
6,1,55
1,3,61
7,0,94
6,2,79
4,2,67
5,3,84
8,4,45
4,7,66
5,8,86
2,6,99
6,1,40
2,0,73
9,8,44
5,0,60
3,2,45
7,1,75
8,3,58
8,7,81
4,8,53
5,2,62
1,0,74
7,4,81
8,5,44
4,2,42
8,5,41
2,7,86
9,2,58
2,6,48
7,9,62
8,9,54
5,4,41
3,2,82
7,3,56
4,2,78
9,0,80
6,7,40
2,0,92
6,4,86
4,0,87
4,7,58
8,0,61
5,8,84
6,1,61
9,4,59
2,7,85
6,6,54
5,3,54
3,0,49
1,5,49
8,0,71
9,3,52
1,7,55
9,0,85
8,0,42
3,0,65
3,9,41
9,0,44
2,7,55
5,6,77
8,4,73
9,9,76
8,6,96
2,1,80
7,2,40
4,0,81
1,7,57
5,6,55
2,7,42
4,9,98
7,4,82
3,6,88
9,8,81
4,4,83
6,4,52
4,9,44
2,4,55
7,5,50
7,6,47
2,6,98
9,5,62
3,1,60
5,2,53
1,6,80
1,4,94
8,5,67
9,8,78
2,3,43
6,6,60
5,8,51
7,0,81
6,1,98
3,5,54
2,5,70
2,1,97
3,1,94
9,9,83
7,6,65
1,0,83
1,3,55
4,6,45
6,1,77
7,3,70
5,5,92
6,6,89
7,8,88
7,9,98
9,3,56
1,9,62
7,5,97
2,4,93
9,6,99
5,7,69
7,4,79
1,6,83
7,6,77
6,5,54
9,3,54
5,3,42
9,4,57
2,6,65
8,4,90
6,4,55
9,9,93
3,5,49
7,4,43
9,4,69
4,8,56
5,0,96
6,6,79
7,1,46
9,6,92
8,6,91
2,9,62
9,9,45
4,9,86
3,0,86
2,7,97
7,9,75
8,3,70
9,3,57
2,4,70
6,6,95
7,5,55
5,5,54
5,0,44
8,4,70
5,1,82
7,7,57
3,8,99
9,3,64
7,0,53
6,9,63
3,2,53
7,4,53
7,8,90
3,6,61
5,8,82
2,2,81
4,8,93
3,5,83
1,7,84
2,6,67
1,5,87
6,3,59
7,8,84
6,0,59
9,5,64
1,3,49
2,6,95
4,1,81
3,1,41
1,9,72
2,4,90
9,7,70
4,0,80
7,6,67
4,5,93
9,3,83
5,7,72
6,9,73
3,3,68
8,8,52
3,4,56
2,7,63
2,7,60
8,5,43
8,0,51
9,8,65
5,0,77
4,1,85
5,0,70
7,5,49
8,8,87
5,2,77
6,3,61
9,2,47
5,8,68
9,4,45
2,0,43
4,3,90
6,7,96
8,5,92
4,9,90
3,7,81
8,2,54
7,7,42
7,5,79
8,1,51
2,6,54
4,5,78
9,9,59
7,1,91
5,1,96
9,3,46
1,9,42
2,4,62
6,0,52
8,8,62
4,1,57
6,8,56
5,6,54
9,0,66
9,1,57
4,7,91
6,3,79
7,3,57
7,8,41
1,1,88
8,1,63
7,3,68
3,0,97
7,3,92
2,4,91
8,8,80
4,4,82
2,1,78
5,5,49
9,7,43
7,1,70
1,1,86
7,1,54
5,0,80
7,8,79
7,5,56
1,0,84
2,6,67
3,6,65
5,8,48
5,8,76
8,6,48
9,3,81
6,5,50
4,4,46
5,8,94
4,1,99
1,8,57
3,3,61
5,7,83
4,3,68
3,4,50
1,4,73
9,4,70
7,6,46
8,2,52
5,2,84
1,9,48
2,8,46
4,4,41
2,9,72
4,2,62
4,1,44
6,9,62
1,3,82
5,7,57
7,2,94
2,7,45
4,9,97
9,3,79
2,4,44
2,3,66
2,8,54
6,9,49
2,4,89
9,2,63
9,6,43
8,1,69
3,2,98
8,7,50
1,4,82
8,8,49
1,6,66
2,7,82
3,0,48
9,6,61
1,8,44
1,9,77
7,8,78
7,1,81
2,0,49
7,5,83
1,6,49
5,1,79
1,6,72
6,9,76
1,2,87
7,6,95
3,7,72
8,5,90
1,0,99
1,8,67
5,9,70
9,3,49
4,9,86
4,4,48
3,3,61
2,1,80
5,5,68
8,9,67
3,6,54
2,6,74
2,3,86
8,4,56
3,5,80
9,8,88
2,7,54
3,0,62
7,1,57
9,4,99
3,8,76
8,6,94
2,6,84
9,1,60
8,1,74
9,6,77
6,8,89
9,8,79
3,1,86
8,7,66
7,8,75
7,8,46
8,7,68
4,8,89
2,9,63
5,0,71
7,0,67
2,6,59
1,3,73
7,2,70
5,2,53
4,4,82
9,6,89
2,1,47
8,7,45
2,5,93
2,8,62
3,8,74
7,4,65
5,7,42
9,2,47
8,2,87
1,1,72
1,5,43
3,1,41
7,6,57
1,3,47
3,9,68
6,4,58
2,1,58
7,6,81
4,9,93
8,8,47
7,4,89
9,2,46
2,3,79
4,5,55
2,9,86
1,3,42
1,5,89
4,1,98
3,5,71
9,0,60
5,9,93
4,1,96
8,5,92
7,5,75
8,8,86
4,1,45
3,7,98
7,8,56
3,8,99
3,0,73
7,3,52
3,7,80
9,8,41
1,0,57
7,1,50
4,2,79
1,5,96
3,4,47
1,6,75
4,3,99
3,5,61
6,0,57
3,3,86
3,0,49
3,2,84
8,1,70
8,5,91
4,5,40
5,9,82
2,4,45
2,4,66
2,9,68
4,1,63
5,2,42
2,7,92
8,1,81
8,5,65
5,7,76
7,8,62
7,3,54
7,0,65
3,8,63
7,7,58
6,5,80
8,6,83
4,3,89
1,4,67
9,8,75
1,9,49
1,0,48
8,6,95
3,0,92
1,6,71
2,8,81
6,7,48
9,9,96
6,6,59
5,9,62
1,7,64
4,6,74
1,1,60
6,5,94
4,5,63
8,6,58
9,2,68
6,1,56
5,2,68
7,4,72
7,6,88
3,2,44
5,1,44
2,5,50
5,6,55
2,0,45
6,8,89
3,3,41
9,5,43
2,7,55
7,8,53
3,9,89
8,0,70
3,7,41
6,9,63
7,5,42
9,7,64
2,7,91
7,5,60
3,7,52
3,4,78
8,5,68
8,4,44
6,4,40
9,9,56
8,1,62
2,2,48
3,7,59
7,2,83
4,4,65
8,8,89
8,5,79
1,7,52
2,7,90
7,3,43
7,2,52
9,9,46
9,2,41
2,4,84
3,1,64
9,9,46
5,2,97
2,9,54
9,1,52
1,4,63
1,4,55
3,2,81
7,9,42
6,9,71
9,8,55
6,6,97
1,3,40
3,1,67
5,3,84
4,7,87
5,0,75
8,9,55
7,2,40
6,4,80
2,9,84
4,0,56
8,8,99
3,1,70
6,7,53
9,1,62
6,8,47
6,7,83
8,5,76
6,4,80
7,9,47
3,2,75
4,0,88
6,1,90
5,5,80
5,0,50
7,4,50
6,2,91
7,6,84
1,0,65
7,4,49
3,6,57
9,4,43
3,4,93
6,0,40
4,4,68
6,6,48
5,1,67
2,8,84
4,9,75
9,8,87
2,9,84
2,3,96
4,0,75
8,5,90
9,5,58
5,9,60
5,5,50
7,8,80
1,8,97
9,1,57
8,4,59
9,6,87
2,6,88
1,4,79
9,1,98
3,7,65
1,9,73
7,3,77
9,7,65
8,2,59
5,8,95
1,4,96
7,7,69
3,6,96
1,2,48
1,4,81
9,3,46
6,4,95
4,9,42
7,0,50
3,8,64
4,3,63
3,0,88
6,0,93
7,1,58
6,7,89
7,1,68
9,6,66
4,3,84
2,7,86
7,5,55
1,3,80
5,2,60
2,3,57
4,1,44
6,9,53
4,9,54
7,5,65
7,8,48
8,5,58
3,5,66
6,7,83
9,1,53
8,0,49
7,6,44
6,1,65
7,0,48
8,1,95
7,8,53
6,6,54
1,7,99
8,4,61
1,8,50
9,7,98
7,7,93
2,3,67
8,1,67
4,4,70
3,0,51
9,1,96
6,5,86
4,5,59
2,6,88
3,8,61
5,8,40
5,1,78
2,1,74
1,2,48
3,6,85
8,4,65
3,6,82
6,5,99
2,6,87
4,7,61
9,0,58
5,0,42
7,3,54
8,4,78
7,0,59
4,7,69
7,4,82
9,3,48
1,9,42
4,4,46
5,4,57
8,1,67
6,1,54
3,1,82
4,7,49
9,1,96
7,9,97
4,1,50
6,7,91
3,8,71
5,9,81
6,6,70
3,2,49
6,4,99
7,4,97
8,3,65
3,0,86
9,1,77
8,0,49
3,0,62
7,6,69
2,0,73
1,9,62
6,5,95
6,4,48
9,9,44
9,3,59
5,5,90
1,1,80
7,1,67
3,9,63
3,7,58
1,8,40
4,5,87
6,1,49
4,6,73
2,0,51
9,4,43
1,0,99
9,6,72
9,5,59
5,0,98
3,7,54
6,1,93
9,2,66
5,4,62
3,1,99
8,2,72
4,8,60
9,3,62
3,5,56
1,0,42
1,0,60
1,8,59
8,4,79
2,5,70
3,1,82
9,6,85
5,7,68
5,2,66
5,0,54
2,6,84
5,3,97
2,3,96
1,2,78
3,0,84
9,4,56
5,4,65
1,9,71
3,9,42
9,8,57
5,0,42
7,6,54
4,8,62
6,7,99
1,0,62
3,6,60
8,1,45
8,0,45
2,4,78
1,7,97
4,5,67
7,7,65
8,0,81
4,0,77
7,8,87
5,1,98
4,0,46
9,1,82
4,6,63
1,1,95
6,3,44
6,8,45
6,8,62
3,2,62
7,5,58
9,7,73
2,3,44
2,9,53
8,1,96
1,0,85
4,8,49
2,2,81
5,4,68
9,5,72
5,5,84
2,2,88
3,3,66
8,5,84
8,8,99
7,0,64
9,9,75
7,9,71
3,4,75
5,2,68
5,8,94
9,6,93
2,3,41
9,4,60
9,2,63
8,0,46
9,6,62
5,9,65
6,0,44
8,0,52
4,0,47
6,6,84
7,3,86
1,2,48
8,1,40
9,1,44
4,4,85
8,5,78
3,2,40
7,3,99
7,0,45
8,1,66
2,1,65
9,5,63
8,9,75
3,7,52
6,2,40
9,8,83
9,0,77
9,6,99
6,8,72
5,6,45
5,5,99
7,5,53
6,8,60
7,7,85
8,3,67
6,0,63
8,9,98
3,4,40
8,2,62
9,3,66
4,2,77
5,7,46
4,3,98
9,9,53
4,3,48
2,2,74
2,0,90
4,4,85
1,4,60
3,4,55
2,4,52
9,4,75
8,2,52
8,9,44
3,4,59
1,7,83
5,9,77
7,8,74
3,0,82
2,6,75
8,4,77
6,1,75
4,4,99
6,5,64
5,5,98
3,0,83
6,3,59
5,5,84
8,6,87
6,2,94
6,4,52
5,2,56
9,7,99
7,2,99
4,6,90
2,3,60
9,6,43
3,2,76
3,2,77
5,1,85
7,9,83
3,2,64
3,0,54
5,0,41
2,0,42
7,8,63
3,3,48
8,4,88
3,5,86
3,4,60
1,9,89
3,1,80
2,1,80
1,1,98
8,5,56
4,6,94
8,5,97
7,4,73
9,4,49
2,1,45
6,0,96
9,6,70
4,9,62
4,1,67
4,4,87
8,2,75
8,4,78
5,0,99
5,9,54
7,7,90
8,2,64
9,5,70
7,0,43
5,7,41
3,7,59
3,6,84
7,9,91
8,8,42
9,7,44
6,3,57
2,2,85
8,9,85
7,1,79
8,9,81
3,6,62
4,7,84
8,7,48
5,3,99
9,0,97
2,5,81
7,9,44
6,2,73
5,0,60
2,6,43
7,4,50
7,8,66
7,7,56
7,1,55
8,6,64
9,5,40
5,7,51
8,3,67
5,4,72
6,1,79
2,6,88
1,2,66
1,6,40
6,0,90
5,2,58
9,3,51
2,8,74
1,6,91
8,8,65
2,7,58
6,3,99
2,5,78
9,1,42
2,9,54
1,7,81
4,1,57
4,7,62
8,1,76
3,6,88
5,5,97
2,7,62
6,8,60
8,2,85
9,1,90
2,4,68
1,3,66
8,1,87
2,9,58
5,8,56
5,1,59
2,6,47
8,8,88
9,9,67
1,4,59
5,2,98
8,8,49
3,8,40
7,7,89
3,6,91
4,2,99
2,8,92
9,8,77
6,2,75
5,4,74
7,1,64
8,7,98
3,9,67
7,7,66
3,6,55
7,7,61
1,8,88
3,4,86
4,2,41
8,0,71
9,0,86
4,9,66
9,1,57
5,8,60
6,6,99
2,0,64
4,6,45
6,0,84
9,2,95
7,8,64
1,3,86
2,7,96
1,1,89
5,0,49
7,8,77
4,9,59
3,1,90
6,3,43
1,2,49
3,4,95
5,0,49
9,2,90
9,8,90
4,7,83
3,5,43
1,3,68
5,2,58
8,5,77
9,7,44
3,8,57
5,9,53
5,7,65
4,8,70
9,6,43
2,5,91
7,0,67
4,4,46
3,0,67
9,2,53
8,2,53
7,7,85
6,2,52
4,8,71
3,8,88
7,8,51
3,8,51
6,0,62
6,9,92
2,2,74
8,4,48
2,8,58
9,6,84
8,6,98
7,9,44
3,8,66
2,4,52
4,0,61
9,4,82
4,5,77
6,6,53
4,9,62
6,8,86
9,9,51
3,4,56
5,0,72
1,7,78
3,1,89
9,8,81
8,8,59
3,3,69
5,9,90
2,1,85
1,3,84
4,5,61
9,9,57
3,6,67
2,8,43
3,7,56
6,3,99
9,2,89
5,8,95
9,8,47
3,9,64
2,3,47
7,4,52
3,6,73
7,8,68
3,3,70
4,1,45
7,5,56
7,6,93
3,9,78
8,1,81
8,7,46
7,7,91
6,3,76
9,9,61
6,1,64
1,0,88
8,7,40
5,2,44
9,7,95
9,7,90
9,7,83
7,6,58
3,8,73
3,9,63
8,3,40
9,3,57
8,7,69
7,6,47
4,4,74
3,0,88
9,4,96
2,5,75
1,8,86
2,9,95
2,8,59
6,8,70
3,1,69
1,4,40
8,7,41
7,5,54
3,9,73
7,9,40
8,2,61
2,8,73
3,4,86
3,6,59
4,2,77
2,5,46
7,7,62
8,7,65
9,7,54
7,0,70
5,5,71
2,7,46
8,4,73
4,2,92
7,7,90
2,0,44
2,5,89
3,2,78
5,0,67
2,5,41
6,0,78
5,9,91
4,7,60
6,8,53
4,1,40
5,3,80
9,3,65
1,0,77
1,5,45
6,5,52
5,0,55
